,ProjectID,realValues,predictValues,AFP,MRE,BRE,IBRE
0,0.988723155719292,0.32671355675079305,0.40506218281231426,0.7389473684210526,0.19192766472030068,0.19192766472030068,0.16102291305180727
2,0.5713900620001797,0.4102882361053648,0.4096247876945295,0.2842105263157895,0.0013490365751449589,0.0013508589332537795,0.0013490365751449589
3,0.9700781741396352,0.06412908564335952,0.14477810834975618,0.16421052631578945,0.5537746814811384,0.5537746814811384,0.3564060401301247
4,0.6181148351154642,0.4300096538408496,0.48204668743045703,0.5242105263157895,0.10173106782373773,0.10173106782373773,0.09233747762481483
7,0.1347380717045557,0.2836850089642808,0.4645975435721247,0.5431578947368421,0.49539153642049705,0.49539153642049705,0.3312788151832867
8,0.4660796118249618,0.16508067852709973,0.2694164273583967,0.2021052631578947,0.4231199747067863,0.4231199747067863,0.29731855516536065
9,0.4722796297960284,0.03103020273065785,0.24623189358726927,0.6421052631578947,1.9122885544133448,1.9122885544133448,0.6566274318921529
10,0.29854434360679305,0.3229899324231141,0.4350999672475614,0.4042105263157895,0.2771598576583934,0.2771598576583934,0.21701265976723672
11,0.4247910863509749,0.19073231278444355,0.38418410528647273,0.16631578947368422,0.7105972378076056,0.7105972378076056,0.4154088537628797
12,0.025608769880492432,0.3802234174596608,0.2712041592568551,0.2105263157894737,0.2361107052653954,0.30909021358576116,0.2361107052653954
14,0.7345224189055621,0.4202179009791753,0.20771581705071426,0.22105263157894736,0.42354387316252634,0.7347373953437754,0.42354387316252634
15,0.15837002426093988,0.5151013653289203,0.18760383319305746,0.1263157894736842,0.5489331034482526,1.2169660590139932,0.5489331034482526
16,0.5594842303890737,0.7865122052130742,0.194754760786891,0.16,0.681733909999087,2.142024964070572,0.681733909999087
17,0.3594213316560338,0.4995173079575231,0.4172571454079528,0.3221052631578947,0.1415780770583751,0.16492831004736913,0.1415780770583751
18,0.5982118788750113,0.4370431664597986,0.4355813973671512,0.4084210526315789,0.002818959492230504,0.0028269284891287907,0.002818959492230504
19,0.223425285290682,0.5475106881809406,0.28345716456049364,0.22315789473684208,0.41978778771582126,0.7235073285741457,0.41978778771582126
20,0.5224638332285021,0.02551372224520756,0.2821163656366499,0.21684210526315786,2.39771361756617,2.39771361756617,0.7056844359012476
22,0.4645969988318806,0.2439663494690388,0.2319300383996022,0.5747368421052631,0.036981055747663166,0.03840117161596889,0.036981055747663166
23,0.2785066043669691,0.18494000827472076,0.2971262717845016,0.3326315789473684,0.42104689270673956,0.42104689270673956,0.29629345440159993
25,0.2886153293197951,0.06881809405599229,0.3640376242838408,0.0694736842105263,1.963886985029477,1.963886985029477,0.6626052190751617
26,0.7472818761793512,0.6716314991035719,0.43245286654484894,0.39368421052631575,0.3175763165506868,0.465365321064908,0.3175763165506868
27,0.11973223110791625,0.8438836022617571,0.36582535618229917,0.07789473684210528,0.5166021374548657,1.0686893291892272,0.5166021374548657
28,0.038008805822625565,0.1853537443111295,0.21620754356839153,0.2610526315789473,0.11561803535628279,0.11561803535628279,0.10363586074454158
29,0.4684158504807261,0.08922907185215834,0.19501690581440922,0.5199999999999999,0.6196022488370607,0.6196022488370607,0.3825644532674365
30,0.94765926857759,0.4213211970762654,0.3290443279711823,0.4378947368421052,0.1835160663414584,0.22476384258922347,0.1835160663414584
31,0.4604636535178363,0.3505723348503655,0.5473146410208,0.9347368421052632,0.4553394388898244,0.4553394388898244,0.312875076921691
33,0.6580106029292838,0.16080540615087574,0.2372133933752775,0.36,0.31532971847702734,0.31532971847702734,0.23973435257141168
34,0.9097403180878784,0.056406012963729164,0.39891715415214235,0.1326315789473684,2.4835482847571835,2.4835482847571835,0.7129363745650783
35,0.2905022913109893,0.04344228382292098,0.31116700898659855,0.3536842105263157,2.142684307021883,2.142684307021883,0.6818006830130403
36,0.2434630245305059,0.9669011170872984,0.40560239092299816,0.2652631578947369,0.5353824077107788,1.1523076538554897,0.5353824077107788
