,ProjectID,realValues,predictValues,AFP,MRE,BRE,IBRE
168,0.9097403180878785,0.05640601296372916,0.31738924980163574,0.1326315789473684,1.8923894503116605,1.8923894503116605,0.6542650921741372
104,0.5982118788750113,0.4370431664597986,0.32509627342224123,0.4084210526315789,0.21588481952535343,0.27532284146657177,0.21588481952535343
41,0.18613532213136846,0.0700593021652186,0.2753533601760864,0.002105263157894721,1.3544924609980007,1.3544924609980007,0.5752800161542547
4,0.019049330577769807,0.10150324093228522,0.3258145093917847,0.5136842105263157,1.2256827487564663,1.2256827487564663,0.550699667075768
173,0.9507592775631233,0.564887601710109,0.32586112022399905,0.4357894736842105,0.3697847273854882,0.586759387552445,0.3697847273854882
108,0.6117800341450266,0.18590539235967452,0.3160361051559448,0.08421052631578946,0.4866311492964187,0.4866311492964187,0.327338189790203
79,0.4291939976637614,0.3718107847193491,0.32758145332336425,0.6547368421052631,0.09756826344760755,0.10811705694255916,0.09756826344760755
19,0.08590169826579203,0.05295821266032272,0.31550662517547606,0.06526315789473683,1.9525523478434634,1.9525523478434634,0.6613099846543289
93,0.5285290682001977,0.08812577575506828,0.32657930850982664,0.5747368421052631,1.4057126552884172,1.4057126552884172,0.5843227586629162
82,0.4604636535178363,0.3505723348503655,0.3296226739883423,0.9347368421052632,0.04848579346011183,0.050956457745835314,0.04848579346011183
37,0.16892802587833583,0.08081643911184666,0.3180363893508911,0.1557894736842105,1.4614119449305962,1.4614119449305962,0.5937291187444056
162,0.8667445412885255,0.058474693145773,0.3183305740356445,0.16631578947368422,1.8563694505738504,1.8563694505738504,0.6499052320423403
90,0.4722796297960284,0.031030202730657847,0.32742321491241455,0.6421052631578947,2.633757023688625,2.633757023688625,0.7248027335121872
42,0.20172522239194896,0.6596331540477176,0.32303714752197266,0.3347368421052631,0.45416033556348645,0.8320398189316814,0.45416033556348645
100,0.5650103333632852,0.4180113087849952,0.32810890674591064,0.6968421052631578,0.17997855250839379,0.2194802990323446,0.17997855250839379
125,0.6980411537424747,0.013101641152944418,0.32474327087402344,0.39578947368421047,3.2940429403900056,3.2940429403900056,0.7671192361413193
71,0.3676880222841225,0.09474555233760862,0.3217428207397461,0.2884210526315789,1.28791642659147,1.28791642659147,0.5629210978262014
72,0.36899092461137567,0.03475382705833678,0.31968371868133544,0.21473684210526314,2.450802662109565,2.450802662109565,0.7102123482805377
26,0.1143409111330757,0.06495655771617709,0.316859769821167,0.1136842105263158,1.7199154340614704,1.7199154340614704,0.6323415105201392
152,0.8055979872405428,1.0,0.3265265703201294,0.5705263157894737,0.6227181635563304,1.6505384129439946,0.6227181635563304
158,0.8389343157516398,0.9725555095848848,0.31880123615264894,0.1831578947368421,0.6202240267770694,1.6331312945197687,0.6202240267770694
129,0.7190673016443525,0.692594124948283,0.3256299257278442,0.4989473684210526,0.4740526293510425,0.9013309235981483,0.4740526293510425
145,0.7946805642914907,0.019997241759757284,0.3243903160095215,0.38315789473684203,2.9988507899253265,2.9988507899253265,0.7499281537287182
128,0.712912211339743,0.28258171286719075,0.3229783058166504,0.3326315789473684,0.1109529149532317,0.1109529149532317,0.09987184286554804
117,0.6721628178632402,0.07488622258998759,0.3276341915130615,0.6589473684210526,1.616115981182724,1.616115981182724,0.6177539500569434
52,0.26430946176655584,0.2853399531099159,0.3220958232879639,0.30105263157894735,0.10019429122594972,0.10019429122594972,0.09106963381377205
33,0.14969898463473802,0.8425044821403944,0.31738924980163574,0.1326315789473684,0.5683000820430357,1.3164238824332808,0.5683000820430357
174,0.9513433372270643,0.32561026065370297,0.32003672122955323,0.22736842105263158,0.013690289418871718,0.013880314947731249,0.013690289418871718
95,0.5336508221762961,0.24824162184526272,0.3273704767227173,0.6378947368421052,0.23996793254555554,0.23996793254555554,0.19352753103293605
150,0.8033066762512355,0.2487932698938078,0.3272122621536255,0.6252631578947367,0.23741800120080925,0.23741800120080925,0.1918656435985376
143,0.7896486656483062,0.6007447248655358,0.3169185876846313,0.11578947368421053,0.4160144169595185,0.7123710396985617,0.4160144169595185
31,0.1347380717045557,0.2836850089642808,0.32618374824523927,0.5431578947368421,0.11637400246458841,0.11637400246458841,0.10424284532573556
23,0.10544523317458893,0.7529995862639636,0.3278188228607178,0.6736842105263158,0.5095002008654661,1.038736818576598,0.5095002008654661
80,0.44204331027046456,0.020824713832574823,0.3236843109130859,0.35789473684210527,2.959615819987582,2.959615819987582,0.7474502463213373
166,0.8854344505346392,0.8964280788856711,0.3269221544265747,0.6021052631578947,0.5823561498029767,1.3943845923464462,0.5823561498029767
53,0.27019498607242337,0.403392635498552,0.32015438079833985,0.23157894736842102,0.1716611447187821,0.20723541292832848,0.1716611447187821
62,0.3222212238296343,0.25362019031857674,0.3204485416412354,0.24210526315789474,0.1994125001813159,0.1994125001813159,0.16625848084055367
