Ind,ProjectID,realValues,predictValues,AFP,MRE,BRE,IBRE
168,0.9097403180878785,0.05640601296372916,0.30324625968933105,0.1326315789473684,1.7898386290073394,1.7898386290073394,0.6415563288849389
104,0.5982118788750113,0.4370431664597986,0.33123254776000977,0.4084210526315789,0.20405127558302372,0.2563623375770707,0.20405127558302372
41,0.18613532213136846,0.0700593021652186,0.2873518705368042,0.002105263157894721,1.4336564269903251,1.4336564269903251,0.5890956550359541
4,0.019049330577769807,0.10150324093228522,0.339191198348999,0.5136842105263157,1.2987757190871076,1.2987757190871076,0.5649858349830139
173,0.9507592775631233,0.564887601710109,0.3336526155471802,0.4357894736842105,0.3577309333619365,0.5569798577323168,0.3577309333619365
108,0.6117800341450266,0.18590539235967452,0.2970917224884033,0.08421052631578946,0.4157875604762313,0.4157875604762313,0.2936793429208913
79,0.4291939976637614,0.3718107847193491,0.34922056198120116,0.6547368421052631,0.04983319290365396,0.05244678358733797,0.04983319290365396
19,0.08590169826579203,0.05295821266032272,0.29468340873718263,0.06526315789473683,1.7976916889777552,1.7976916889777552,0.6425624725055431
93,0.5285290682001977,0.08812577575506828,0.34353225231170653,0.5747368421052631,1.5056523264326698,1.5056523264326698,0.6009023321189524
82,0.4604636535178363,0.3505723348503655,0.3691295623779297,0.9347368421052632,0.042948757357921565,0.042948757357921565,0.041180122278224554
37,0.16892802587833583,0.08081643911184666,0.30593440532684324,0.1557894736842105,1.3868567315420055,1.3868567315420055,0.5810389510249492
162,0.8667445412885255,0.058474693145773,0.306988525390625,0.16631578947368422,1.775343642962977,1.775343642962977,0.6396842594481768
90,0.4722796297960284,0.031030202730657847,0.3483224153518677,0.6421052631578947,2.819467933475971,2.819467933475971,0.7381834283159087
42,0.20172522239194896,0.6596331540477176,0.3238539457321167,0.3347368421052631,0.4530582507436587,0.8283482680919259,0.4530582507436587
100,0.5650103333632852,0.4180113087849952,0.3522144079208374,0.6968421052631578,0.13172096304969855,0.15170349328292948,0.13172096304969855
125,0.6980411537424747,0.013101641152944418,0.32996764183044436,0.39578947368421047,3.3492643890853526,3.3492643890853526,0.7700760610209076
71,0.3676880222841225,0.09474555233760862,0.3192159175872803,0.2884210526315789,1.2735795136348742,1.2735795136348742,0.5601649319925236
72,0.36899092461137567,0.03475382705833678,0.3118373155593872,0.21473684210526314,2.383312426003697,2.383312426003697,0.7044316710705961
26,0.1143409111330757,0.06495655771617709,0.30083794593811036,0.1136842105263158,1.6105234896395841,1.6105234896395841,0.6169350691657394
152,0.8055979872405428,1.0,0.3432328701019287,0.5705263157894737,0.6072709077902212,1.5462844995089988,0.6072709077902212
158,0.8389343157516398,0.9725555095848848,0.30867505073547363,0.1831578947368421,0.6298308526909696,1.7014677135292542,0.6298308526909696
129,0.7190673016443525,0.692594124948283,0.33814339637756347,0.4989473684210526,0.4578874457271134,0.8446353845120947,0.4578874457271134
145,0.7946805642914907,0.019997241759757284,0.328702712059021,0.38315789473684203,3.041336093940165,3.041336093940165,0.7525570809368062
128,0.712912211339743,0.28258171286719075,0.3236431360244751,0.3326315789473684,0.11277893155813207,0.11277893155813207,0.10134890979668089
117,0.6721628178632402,0.07488622258998759,0.349519944190979,0.6589473684210526,1.7560574209248578,1.7560574209248578,0.6371628572004036
52,0.26430946176655584,0.2853399531099159,0.32048084735870364,0.30105263157894735,0.09579196398419548,0.09579196398419548,0.08741802014673022
33,0.14969898463473802,0.8425044821403944,0.30324625968933105,0.1326315789473684,0.583606174775024,1.40157259647091,0.583606174775024
174,0.9513433372270643,0.32561026065370297,0.3131022214889526,0.22736842105263158,0.030723506769513728,0.03169736085016963,0.030723506769513728
95,0.5336508221762961,0.24824162184526272,0.3480230331420898,0.6378947368421052,0.3025993363920089,0.3025993363920089,0.23230423042449916
150,0.8033066762512355,0.2487932698938078,0.34712483882904055,0.6252631578947367,0.29770447029201375,0.29770447029201375,0.2294085264459506
143,0.7896486656483062,0.6007447248655358,0.30110554695129393,0.11578947368421053,0.4391921728433733,0.7831420168832851,0.4391921728433733
31,0.1347380717045557,0.2836850089642808,0.3412868738174438,0.5431578947368421,0.15773078627276632,0.15773078627276632,0.13624133360102622
23,0.10544523317458893,0.7529995862639636,0.35056777000427247,0.6736842105263158,0.4822398115516477,0.9313960831883313,0.4822398115516477
80,0.44204331027046456,0.020824713832574823,0.326172924041748,0.35789473684210527,2.9839351377718533,2.9839351377718533,0.7489918973532077
166,0.8854344505346392,0.8964280788856711,0.3454782485961914,0.6021052631578947,0.5633813593892281,1.2903282338132238,0.5633813593892281
53,0.27019498607242337,0.403392635498552,0.31352388858795166,0.23157894736842102,0.18533512054856738,0.22749860123265125,0.18533512054856738
62,0.3222212238296343,0.25362019031857674,0.3145779609680176,0.24210526315789474,0.18189497735765248,0.18189497735765248,0.15390113406210826
