Ind,ProjectID,realValues,predictValues,AFP,MRE,BRE,IBRE
168,0.9097403180878785,0.05640601296372916,0.26110575199127195,0.1326315789473684,1.4842778076887129,1.4842778076887129,0.5974685291214006
104,0.5982118788750113,0.4370431664597986,0.27079005241394044,0.4084210526315789,0.32061205583683994,0.47191307792745074,0.32061205583683994
41,0.18613532213136846,0.0700593021652186,0.1872386932373047,0.002105263157894721,0.7731280843163751,0.7731280843163751,0.4360249500049246
4,0.019049330577769807,0.10150324093228522,0.3710230588912964,0.5136842105263157,1.4727115297820574,1.4727115297820574,0.5955856605367391
173,0.9507592775631233,0.564887601710109,0.32366945743560793,0.4357894736842105,0.3731753283837011,0.5953424382953048,0.3731753283837011
108,0.6117800341450266,0.18590539235967452,0.28041906356811525,0.08421052631578946,0.3534392108986093,0.3534392108986093,0.26114154817780477
79,0.4291939976637614,0.3718107847193491,0.3733015775680542,0.6547368421052631,0.0032886336921086924,0.0032886336921086924,0.0032778540309048444
19,0.08590169826579203,0.05295821266032272,0.25555436611175536,0.06526315789473683,1.5066920088988085,1.5066920088988085,0.6010678629644252
93,0.5285290682001977,0.08812577575506828,0.3896643877029419,0.5747368421052631,1.777606890434172,1.777606890434172,0.6399778516377138
82,0.4604636535178363,0.3505723348503655,0.3011484622955322,0.9347368421052632,0.11438637085703673,0.1291605809722374,0.11438637085703673
37,0.16892802587833583,0.08081643911184666,0.27558872699737547,0.1557894736842105,1.1999098211197703,1.1999098211197703,0.5454359126907335
162,0.8667445412885255,0.058474693145773,0.3100022077560425,0.16631578947368422,1.7968729147182896,1.7968729147182896,0.6424578339839502
90,0.4722796297960284,0.031030202730657847,0.2881982088088989,0.6421052631578947,2.285202465776135,2.285202465776135,0.6956047578748702
42,0.20172522239194896,0.6596331540477176,0.4240119457244873,0.3347368421052631,0.31791763705838155,0.46609860382153456,0.31791763705838155
100,0.5650103333632852,0.4180113087849952,0.46358189582824705,0.6968421052631578,0.09122924534804498,0.09122924534804498,0.08360227306678134
125,0.6980411537424747,0.013101641152944418,0.3698570728302002,0.39578947368421047,3.7708945117956,3.7708945117956,0.7903957009471512
71,0.3676880222841225,0.09474555233760862,0.24963603019714356,0.2884210526315789,0.8788034858837936,0.8788034858837936,0.4677463569163022
72,0.36899092461137567,0.03475382705833678,0.27356681823730467,0.21473684210526314,2.054131671457528,2.054131671457528,0.6725746930476091
26,0.1143409111330757,0.06495655771617709,0.27452287673950193,0.1136842105263158,1.4308525228230966,1.4308525228230966,0.5886216911099817
152,0.8055979872405428,1.0,0.30184638500213623,0.5705263157894737,0.6455383655125618,1.8211797912798917,0.6455383655125618
158,0.8389343157516398,0.9725555095848848,0.2852241277694702,0.1831578947368421,0.6520790068747314,1.874215755184255,0.6520790068747314
129,0.7190673016443525,0.692594124948283,0.32907986640930176,0.4989473684210526,0.4695959181660704,0.8853550231785388,0.4695959181660704
145,0.7946805642914907,0.019997241759757284,0.27624123096466063,0.38315789473684203,2.524490714299938,2.524490714299938,0.7162710640880131
128,0.712912211339743,0.28258171286719075,0.3045186519622803,0.3326315789473684,0.06025179749185399,0.06025179749185399,0.05682781923538018
117,0.6721628178632402,0.07488622258998759,0.3596470832824707,0.6589473684210526,1.820812170089237,1.820812170089237,0.6454921704452358
52,0.26430946176655584,0.2853399531099159,0.2767765045166016,0.30105263157894735,0.02334344577072265,0.023901386490099367,0.02334344577072265
33,0.14969898463473802,0.8425044821403944,0.3142660140991211,0.1326315789473684,0.5716801689204886,1.3347039465337394,0.5716801689204886
174,0.9513433372270643,0.32561026065370297,0.31724379062652586,0.22736842105263158,0.020550567129763192,0.02098175407538967,0.020550567129763192
95,0.5336508221762961,0.24824162184526272,0.2643686294555664,0.6378947368421052,0.048907123455588425,0.048907123455588425,0.046626743552341976
150,0.8033066762512355,0.2487932698938078,0.2504202604293823,0.6252631578947367,0.004925807254050695,0.004925807254050695,0.004901662608815284
143,0.7896486656483062,0.6007447248655358,0.27238643169403076,0.11578947368421053,0.4812868372319755,0.9278477427942454,0.4812868372319755
31,0.1347380717045557,0.2836850089642808,0.4321263790130615,0.5431578947368421,0.40647597213886294,0.40647597213886294,0.28900313989774373
23,0.10544523317458893,0.7529995862639636,0.4347189426422119,0.6736842105263158,0.38140025564391367,0.6165541759816298,0.38140025564391367
80,0.44204331027046456,0.020824713832574823,0.5558133125305176,0.35789473684210527,5.228035484041486,5.228035484041486,0.8394357253483274
166,0.8854344505346392,0.8964280788856711,0.29398982524871825,0.6021052631578947,0.616031557907424,1.604380700013094,0.616031557907424
53,0.27019498607242337,0.403392635498552,0.28145110607147217,0.23157894736842102,0.25147839302495895,0.3359667786227904,0.25147839302495895
62,0.3222212238296343,0.25362019031857674,0.2769997358322144,0.24210526315789474,0.06976340926723719,0.06976340926723719,0.0652138675363962
