Ind,ProjectID,realValues,predictValues,AFP,MRE,BRE,IBRE
0,0.9887231559999999,0.326713557,0.5443827152252197,0.7389473679999999,0.5332159004484955,0.5332159004484955,0.3477761353065276
1,0.571390062,0.41028823600000003,0.3342614650726318,0.284210526,0.15459061023905057,0.1828588753701483,0.15459061023905057
2,0.9700781740000001,0.064129086,0.17805335521697999,0.164210526,0.7822584034748123,0.7822584034748123,0.43891413385941574
3,0.618114835,0.43000965399999996,0.5673387527465821,0.5242105260000001,0.2684748705046231,0.2684748705046231,0.21165170611367234
4,0.134738072,0.283685009,0.5941768169403077,0.543157895,0.8502175601038385,0.8502175601038385,0.4595230195826929
5,0.46607961200000003,0.165080679,0.24630043506622315,0.202105263,0.32937609066373247,0.32937609066373247,0.24776742486716544
6,0.47227963,0.031030203,0.179080331325531,0.6421052629999999,1.3155777915675266,1.3155777915675266,0.5681423428564446
7,0.29854434399999996,0.322989932,0.3853289604187012,0.404210526,0.15411534113086556,0.15411534113086556,0.13353547573490782
8,0.42479108600000004,0.19073231300000001,0.4376249313354492,0.166315789,0.9068988724077301,0.9068988724077301,0.4755883416421772
9,0.02560877,0.380223417,0.2483738899230957,0.21052631600000002,0.28555583088004516,0.3996894974057804,0.28555583088004516
10,0.734522419,0.420217901,0.19294397830963134,0.221052632,0.452986039955872,0.8281069095920867,0.452986039955872
11,0.158370024,0.515101365,0.1657553195953369,0.126315789,0.5855543635288394,1.4128616928256295,0.5855543635288394
12,0.55948423,0.786512205,0.17555400133132934,0.16,0.70385413662043,2.3767143953596275,0.70385413662043
13,0.35942133200000004,0.499517308,0.4481810092926025,0.32210526300000003,0.08835497315455165,0.09691817599256264,0.08835497315455165
14,0.598211879,0.43704316600000004,0.4491604804992676,0.408421053,0.02336772540215347,0.02336772540215347,0.022834143409174487
15,0.223425285,0.547510688,0.2695843458175659,0.223157895,0.44184255815490614,0.7916091859212929,0.44184255815490614
16,0.522463833,0.025513722000000003,0.2689326524734497,0.216842105,2.2745240578699577,2.2745240578699577,0.6946121077972811
17,0.464596999,0.24396634899999997,0.18088666200637818,0.5747368420000001,0.1938096656991095,0.24040187217969655,0.1938096656991095
18,0.278506604,0.18494000800000002,0.28541741371154783,0.332631579,0.3771023134397624,0.3771023134397624,0.27383754261353777
19,0.288615329,0.06881809400000001,0.231941819190979,0.06947368400000001,1.0851469099085853,1.0851469099085853,0.5204174846155848
20,0.747281876,0.6716314990000001,0.44894890785217284,0.393684211,0.29567322260299317,0.4197955155073303,0.29567322260299317
21,0.119732231,0.843883602,0.23524582386016846,0.077894737,0.6577097661013788,1.9214973170872818,0.6577097661013788
22,0.038008806,0.185353744,0.20314419269561768,0.261052632,0.06666591402703984,0.06666591402703984,0.06249933849986123
23,0.46841585,0.08922907199999999,0.14094455242156984,0.52,0.30289898886275857,0.30289898886275857,0.23248079202758867
24,0.9476592690000001,0.42132119700000004,0.2993216276168823,0.43789473700000003,0.24262722921863947,0.3203537789830068,0.24262722921863947
25,0.460463654,0.350572335,0.29155693054199217,0.9347368420000001,0.13658496571235876,0.15819155364262089,0.13658496571235876
26,0.6580106029999999,0.16080540599999998,0.21695892810821532,0.36,0.23174114346055458,0.23174114346055458,0.18814110796809305
27,0.909740318,0.056406013,0.2693226099014282,0.132631579,1.5438582437262214,1.5438582437262214,0.6068963345476324
28,0.290502291,0.043442284000000005,0.28786044120788573,0.353684211,1.9561545865371706,1.9561545865371706,0.6617226972655051
29,0.243463025,0.966901117,0.3251224756240845,0.265263158,0.6121463995006908,1.5782924245453314,0.6121463995006908
30,0.797286369,0.26837677600000004,0.1982704520225525,0.24,0.2003708926307617,0.25057978853468377,0.2003708926307617
31,0.6816874829999999,0.045786787999999995,0.44755306243896487,0.267368421,3.156237547807212,3.156237547807212,0.7593977753924124
32,0.650956959,0.39153220200000005,0.1953632116317749,0.444210526,0.4147001021946593,0.7085258407692059,0.4147001021946593
33,0.796387816,0.0038615359999999996,0.17488142251968383,0.10526315800000001,2.003336352327057,2.003336352327057,0.6670369606703638
34,0.168928026,0.080816439,0.17431702613830566,0.155789474,0.5760176361996641,0.5760176361996641,0.36548933398273786
35,0.751235511,0.803337471,0.4467228889465332,0.22947368399999998,0.4030256130883054,0.6751137434442754,0.4030256130883054
36,0.719067302,0.692594125,0.5906217098236084,0.49894736799999995,0.13173026588181294,0.151715832886422,0.13173026588181294
