Ind,ProjectID,realValues,predictValues,AFP,MRE,BRE,IBRE
0,0.9887231559999999,0.326713557,0.45818984418035136,0.7389473679999999,0.3220724857306563,0.3220724857306563,0.2436118209907831
1,0.571390062,0.41028823600000003,0.28013913570124277,0.284210526,0.26464137029401985,0.3598806889637399,0.26464137029401985
2,0.9700781740000001,0.064129086,0.2329336902275934,0.164210526,1.1590929756220314,1.1590929756220314,0.5368425485651439
3,0.618114835,0.43000965399999996,0.34180977948604,0.5242105260000001,0.17242849552486955,0.20835480027097916,0.17242849552486955
4,0.134738072,0.283685009,0.3639884294671825,0.543157895,0.21989429824417978,0.21989429824417978,0.18025684566333197
5,0.46607961200000003,0.165080679,0.22925890070908336,0.202105263,0.26026637847880857,0.26026637847880857,0.20651695778233836
6,0.47227963,0.031030203,0.4101633217262993,0.6421052629999999,3.3689880359127,3.3689880359127,0.7711140447673266
7,0.29854434399999996,0.322989932,0.3124070699518555,0.404210526,0.026163086529615943,0.026865983582795874,0.026163086529615943
8,0.42479108600000004,0.19073231300000001,0.2599468488848646,0.166315789,0.25424245152166774,0.25424245152166774,0.2027059849658386
9,0.02560877,0.380223417,0.2531935064027181,0.21052631600000002,0.275117647149898,0.3795342045066855,0.275117647149898
10,0.734522419,0.420217901,0.24273621680226531,0.221052632,0.35374373063891124,0.5473737701432816,0.35374373063891124
11,0.158370024,0.515101365,0.2847791399575734,0.126315789,0.386053272007252,0.6288058139334396,0.386053272007252
12,0.55948423,0.786512205,0.2925958612059377,0.16,0.5690161121274031,1.3202723538834702,0.5690161121274031
13,0.35942133200000004,0.499517308,0.33307377322888787,0.32210526300000003,0.2864661928642542,0.40147529100853885,0.2864661928642542
14,0.598211879,0.43704316600000004,0.3382685689751167,0.408421053,0.1904826073570473,0.23530390957401198,0.1904826073570473
15,0.223425285,0.547510688,0.2462374451150158,0.223157895,0.4789590626589377,0.9192349935172583,0.4789590626589377
16,0.522463833,0.025513722000000003,0.2920492881255642,0.216842105,2.4905275701090512,2.4905275701090512,0.7135103562672166
17,0.464596999,0.24396634899999997,0.3779066705671652,0.5747368420000001,0.41152596317081125,0.41152596317081125,0.29154686056668144
18,0.278506604,0.18494000800000002,0.3078718699467994,0.332631579,0.4613762587449813,0.4613762587449813,0.3157135309842844
19,0.288615329,0.06881809400000001,0.22404352344238515,0.06947368400000001,1.032605127803644,1.032605127803644,0.5080205268002241
20,0.747281876,0.6716314990000001,0.34821942174680903,0.393684211,0.4294196983126501,0.7526016882159228,0.4294196983126501
21,0.119732231,0.843883602,0.1963878270001261,0.077894737,0.6997007251642501,2.330011371312683,0.6997007251642501
22,0.038008806,0.185353744,0.2668974590758631,0.261052632,0.3055676892529427,0.3055676892529427,0.2340496718540815
23,0.46841585,0.08922907199999999,0.37935318890280734,0.52,1.6992649190958353,1.6992649190958353,0.6295287680266052
24,0.9476592690000001,0.42132119700000004,0.3155306156724056,0.43789473700000003,0.21039152641874218,0.26645044152643704,0.21039152641874218
25,0.460463654,0.350572335,0.41580803925271015,0.9347368420000001,0.15098119737395052,0.15098119737395052,0.13117607630639438
26,0.6580106029999999,0.16080540599999998,0.31773008589908275,0.36,0.647615739702186,0.647615739702186,0.39306236526924987
27,0.909740318,0.056406013,0.23499225748365235,0.132631579,1.2949288584103968,1.2949288584103968,0.5642566451089648
28,0.290502291,0.043442284000000005,0.3620965515612,0.353684211,2.5502892834566113,2.5502892834566113,0.7183328117346015
29,0.243463025,0.966901117,0.295421802853968,0.265263158,0.6404757310284529,1.781453399128225,0.6404757310284529
30,0.797286369,0.26837677600000004,0.25813313967882173,0.24,0.029277338148833203,0.03016035300237182,0.029277338148833203
31,0.6816874829999999,0.045786787999999995,0.2901355460612474,0.267368421,1.9195805472470813,1.9195805472470813,0.6574850449175257
32,0.650956959,0.39153220200000005,0.3513566130323241,0.444210526,0.08493096089933541,0.09281371926079596,0.08493096089933541
33,0.796387816,0.0038615359999999996,0.2607483040598063,0.10526315800000001,3.009185723128092,3.009185723128092,0.7505727923175959
34,0.168928026,0.080816439,0.2330259734922517,0.155789474,0.9376986706574266,0.9376986706574266,0.48392388602882314
35,0.751235511,0.803337471,0.23713017773524475,0.22947368399999998,0.6398954304927575,1.7769711485982354,0.6398954304927575
36,0.719067302,0.692594125,0.3795099351293754,0.49894736799999995,0.4044492179939836,0.6791179362264655,0.4044492179939836
